Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,310.3169,312.7661,1,2449,-0.154814835,0.241666679,1,0,0,two_yellow_triangles,312.7671,313.766,0,2,2,61,1,colour,images/4yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,313.7666,316.2661,1,2500,0.341481476,0.27129631,1,0,0,four_blue_stars,316.2663,317.2665,0,3,3,34,1,colour,images/3blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,317.2671,319.6164,1,2349,-0.103889008,0.229629631,1,0,0,two_yellow_triangles,319.6166,320.6163,0,4,4,14,1,colour,images/1yellowStar.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,320.6168,323.0662,1,2449,0.396111145,0.177777786,1,0,0,four_blue_stars,323.0664,324.0664,0,5,5,3,1,colour,images/1blueTriangle.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,324.0669,326.8495,1,2783,-0.104814835,0.206481495,1,0,0,two_yellow_triangles,326.8497,327.8498,0,6,6,63,1,colour,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,327.8587,330.4829,1,2624,0.100740738,0.187037048,1,0,0,three_green_crosses,330.4831,331.4828,0,0,0,52,1,shape,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,331.4833,334.0163,1,2533,0.086851807,0.224074078,1,0,0,three_green_crosses,334.0165,335.0161,0,1,1,36,1,shape,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,335.0168,337.4828,1,2466,-0.30296299,0.237962971,1,0,0,one_red_dot,337.483,338.4828,0,2,2,9,1,shape,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,338.4835,341.0827,0,2599,-0.123333359,0.236111126,1,0,0,two_yellow_triangles,341.0833,342.083,0,3,3,14,1,shape,images/1yellowStar.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,342.0837,345.7833,1,3700,0.392407379,0.218518524,1,0,0,four_blue_stars,345.784,346.7831,0,4,4,54,1,shape,images/4greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,346.7836,349.6498,1,2866,0.361851807,0.187962971,1,0,0,four_blue_stars,349.6499,350.6496,0,5,5,18,1,shape,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,350.6501,354.5832,1,3933,-0.133518524,0.218518524,1,0,0,two_yellow_triangles,354.5833,355.5837,0,6,6,23,1,shape,images/2greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,355.5921,358.5828,0,2991,-0.34,0.200925941,1,0,0,one_red_dot,358.5834,359.5832,0,0,0,45,1,number,images/3yellowDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,359.5838,363.9999,0,4416,-0.426111145,0.181481495,1,0,0,one_red_dot,364,364.9998,0,1,1,53,1,number,images/4greenDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,365.0003,368.1165,0,3116,0.170185165,0.207407417,1,0,0,three_green_crosses,368.1166,369.1164,0,2,2,54,1,number,images/4greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,369.1171,372.4664,0,3350,-0.064074097,0.198148155,1,0,0,two_yellow_triangles,372.4666,373.4663,0,3,3,63,1,number,images/4yellowTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,373.4667,376.8168,1,3350,-0.333518524,0.194444447,1,0,0,one_red_dot,376.8176,377.8166,0,4,4,13,1,number,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,377.8171,380.0165,1,2199,-0.332592621,0.194444447,1,0,0,one_red_dot,380.0166,381.0165,0,5,5,9,1,number,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,381.0171,384.5831,0,3566,0.346111069,0.193518524,1,0,0,four_blue_stars,384.5836,385.5832,0,6,6,42,1,number,images/3redStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,385.5905,389.7332,0,4143,-0.329814835,0.20833334,1,0,0,one_red_dot,389.7333,390.733,0,0,0,29,1,number,images/2yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,390.7335,393.7999,0,3066,-0.316851883,0.187037048,1,0,0,one_red_dot,393.8,394.8001,0,1,1,56,1,number,images/4redCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,394.8006,397.7835,0,2983,0.404444427,0.25,1,0,0,four_blue_stars,397.7836,398.7835,0,2,2,6,1,number,images/1greenStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,398.7841,401.9001,0,3116,-0.315925941,0.190740757,1,0,0,one_red_dot,401.9002,402.9,0,3,3,25,1,number,images/2redDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,402.9006,405.5669,0,2666,0.16,0.298148155,1,0,0,three_green_crosses,405.567,406.5665,0,4,4,52,1,number,images/4greenCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,406.567,409.0498,1,2483,0.125740738,0.251851864,1,0,0,three_green_crosses,409.0506,410.05,0,5,5,39,1,number,images/3greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,410.0505,412.6832,1,2633,0.381296234,0.257407417,1,0,0,four_blue_stars,412.6833,413.6835,0,6,6,59,1,number,images/4redTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,413.6892,416.5166,0,2827,-0.128889008,0.261111126,1,0,0,two_yellow_triangles,416.5173,417.5168,0,0,0,18,1,shape,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,417.5173,422.0501,0,4533,0.358148117,0.268518524,1,0,0,four_blue_stars,422.0502,423.0498,0,1,1,49,1,shape,images/4blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,423.0502,428.3835,1,5333,0.117407379,0.212037048,1,0,0,three_green_crosses,428.3843,429.3833,0,2,2,36,1,shape,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,429.3839,433.1501,1,3766,-0.087222214,0.245370388,1,0,0,two_yellow_triangles,433.1502,434.1503,0,3,3,59,1,shape,images/4redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,434.1507,436.9172,1,2766,-0.322407417,0.194444447,1,0,0,one_red_dot,436.9174,437.9178,0,4,4,13,1,shape,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,696f0efc6748b12f99c74026,89,6aa09bb296af1050f055ee3b,2026-09-10_16h03.28.789,Reading the Room,2026.1.3,Win32,60.60606061,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,437.9184,440.2669,1,2349,-0.385370369,0.190740757,1,0,0,one_red_dot,440.267,441.2668,0,5,5,29,1,shape,images/2yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
