Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,242.5802,245.4459,1,2866,0.157407407,0.237962963,1,0,0,three_green_crosses,245.4465,246.446,0,1,1,37,1,colour,images/3greenDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,246.4472,248.9459,0,2499,0.142592593,0.212037037,1,0,0,three_green_crosses,248.9465,249.9458,0,2,2,45,1,colour,images/3yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,249.9466,252.0958,1,2149,-0.361111111,0.264814815,1,0,0,one_red_dot,252.0963,253.096,0,3,3,40,1,colour,images/3redCrosses.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,253.097,255.3625,1,2266,0.138888889,0.222222222,1,0,0,three_green_crosses,255.3626,256.3624,0,4,4,52,1,colour,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,256.363,258.479,1,2116,0.141666667,0.244444444,1,0,0,three_green_crosses,258.4792,259.4791,0,5,5,38,1,colour,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,259.48,261.6123,1,2133,0.374074074,0.212037037,1,0,0,four_blue_stars,261.6124,262.6128,0,6,6,16,1,colour,images/2blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,262.6287,264.7956,1,2167,0.359259259,0.247222222,1,0,0,four_blue_stars,264.7957,265.7958,0,0,0,17,1,colour,images/2blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,265.7964,268.7793,1,2983,0.148148148,0.203703704,1,0,0,three_green_crosses,268.7794,269.7794,0,1,1,54,1,colour,images/4greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,269.7803,271.8624,1,2083,-0.088888889,0.262962963,1,0,0,two_yellow_triangles,271.8626,272.8625,0,2,2,46,1,colour,images/3yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,272.8631,274.9793,1,2116,0.137962963,0.267592593,1,0,0,three_green_crosses,274.9794,275.9793,0,3,3,52,1,colour,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,275.9803,277.9292,1,1949,-0.112962963,0.256481481,1,0,0,two_yellow_triangles,277.9292,278.9295,0,4,4,62,1,colour,images/4yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,278.9306,280.896,1,1966,0.128703704,0.239814815,1,0,0,three_green_crosses,280.8962,281.8959,0,5,5,7,1,colour,images/1greenTriangle.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,281.8964,283.829,1,1933,-0.34537037,0.217592593,1,0,0,one_red_dot,283.8291,284.8292,0,6,6,59,1,colour,images/4redTriangles.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,284.8375,286.9124,0,2075,0.355555556,0.24537037,1,0,0,four_blue_stars,286.9129,287.9125,0,0,0,1,1,number,images/1blueDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,287.9135,290.9794,1,3066,0.415740741,0.271296296,1,0,0,four_blue_stars,290.9798,291.9794,0,1,1,50,1,number,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,291.9806,294.4625,1,2482,-0.112962963,0.240740741,1,0,0,two_yellow_triangles,294.4626,295.4625,0,2,2,27,1,number,images/2redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,295.4631,297.3127,1,1850,0.161111111,0.259259259,1,0,0,three_green_crosses,297.313,298.3126,0,3,3,36,1,number,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,298.3134,300.6458,0,2333,-0.343518519,0.198148148,1,0,0,one_red_dot,300.6463,301.646,0,4,4,61,1,number,images/4yellowDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
