Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,247.5963,250.423,1,2827,-0.4328125,0.253472217,1,0,0,one_red_dot,250.4236,251.4176,0,3,3,49,1,shape,images/4blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,251.4184,254.0437,1,2625,0.319965363,0.234027767,1,0,0,four_blue_stars,254.0437,255.0444,0,4,4,42,1,shape,images/3redStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,255.045,257.5801,1,2535,0.377604167,0.226388868,1,0,0,four_blue_stars,257.5804,258.5797,0,5,5,30,1,shape,images/2yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,258.5804,261.013,1,2433,-0.096006902,0.234027767,1,0,0,two_yellow_triangles,261.0132,262.0129,0,6,6,63,1,shape,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,262.0187,264.3802,0,2361,-0.118229167,0.213194434,1,0,0,two_yellow_triangles,264.3809,265.3793,0,0,0,59,1,colour,images/4redTriangles.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,265.38,269.2589,0,3879,-0.358506934,0.265972217,1,0,0,one_red_dot,269.2591,270.2554,0,1,1,0,1,colour,images/1blueCross.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,270.2557,272.351,1,2095,-0.402951368,0.26875,1,0,0,one_red_dot,272.3521,273.3464,0,2,2,56,1,colour,images/4redCrosses.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,273.3473,275.4678,1,2120,0.124131966,0.204861101,1,0,0,three_green_crosses,275.468,276.4688,0,3,3,38,1,colour,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,276.4694,278.5509,1,2082,0.081076431,0.201388868,1,0,0,three_green_crosses,278.551,279.55,0,4,4,39,1,colour,images/3greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,279.5509,281.7457,1,2195,0.409548696,0.259722217,1,0,0,four_blue_stars,281.7459,282.742,0,5,5,51,1,colour,images/4blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,282.7429,285.34,1,2597,0.356770833,0.227083333,1,0,0,four_blue_stars,285.3402,286.339,0,6,6,35,1,colour,images/3blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,286.3457,288.7233,0,2377,-0.315451368,0.272222217,1,0,0,one_red_dot,288.7243,289.722,0,0,0,25,1,number,images/2redDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,289.7229,292.0593,1,2336,0.1171875,0.220138868,1,0,0,three_green_crosses,292.0601,293.0587,0,1,1,43,1,number,images/3redTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,293.0593,295.2169,1,2158,-0.396701368,0.284722217,1,0,0,one_red_dot,295.217,296.2157,0,2,2,7,1,number,images/1greenTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,296.2164,298.3467,1,2131,-0.118229167,0.277083333,1,0,0,two_yellow_triangles,298.3469,299.3477,0,3,3,21,1,number,images/2greenDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,299.348,301.7138,1,2366,0.367882029,0.213194434,1,0,0,four_blue_stars,301.7139,302.7121,0,4,4,49,1,number,images/4blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,302.713,304.7996,1,2087,-0.405034701,0.240972217,1,0,0,one_red_dot,304.7998,305.7954,0,5,5,6,1,number,images/1greenStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,305.7964,307.9631,1,2167,0.100520833,0.216666667,1,0,0,three_green_crosses,307.9632,308.9603,0,6,6,39,1,number,images/3greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
