Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,189.9925,192.5753,1,2583,-0.325,0.212962956,1,0,0,one_red_dot,192.5764,193.5684,0,2,2,7,1,number,images/1greenTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,193.5699,195.4176,1,1848,-0.149074046,0.219444444,1,0,0,two_yellow_triangles,195.4179,196.417,0,3,3,18,1,number,images/2blueStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,196.4191,198.3331,1,1914,0.150925954,0.22870369,1,0,0,three_green_crosses,198.3335,199.332,0,4,4,46,1,number,images/3yellowStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,199.3336,201.3366,1,2004,-0.356481467,0.225925912,1,0,0,one_red_dot,201.3367,202.3302,0,5,5,14,1,number,images/1yellowStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,202.3321,204.2631,1,1932,-0.138888889,0.210185178,1,0,0,two_yellow_triangles,204.2635,205.2622,0,6,6,24,1,number,images/2redCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,205.2808,207.2332,1,1953,-0.382407379,0.170370356,1,0,0,one_red_dot,207.2334,208.2273,0,0,0,9,1,shape,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,208.2288,210.3494,0,2121,0.098148176,0.211111111,1,0,0,three_green_crosses,210.3502,211.3422,0,1,1,41,1,shape,images/3redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,211.3433,213.6304,0,2288,0.471296353,0.225,1,0,0,four_blue_stars,213.6305,214.6242,0,2,2,48,1,shape,images/4blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,214.6264,216.93,1,2304,0.35,0.185185178,1,0,0,four_blue_stars,216.9316,217.9223,0,3,3,62,1,shape,images/4yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,217.9243,219.5885,1,1665,0.107407464,0.250925912,1,0,0,three_green_crosses,219.5888,220.5874,0,4,4,36,1,shape,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,220.5881,222.2868,1,1699,-0.147222222,0.306481467,1,0,0,two_yellow_triangles,222.287,223.2864,0,5,5,31,1,shape,images/2yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,223.2873,225.1853,0,1898,-0.362962935,0.250925912,1,0,0,one_red_dot,225.186,226.1845,0,6,6,6,1,shape,images/1greenStar.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,226.1961,228.5671,0,2371,0.084259288,0.221296289,1,0,0,three_green_crosses,228.5674,229.5662,0,0,0,46,1,colour,images/3yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,229.5669,232.032,0,2465,0.374074131,0.246296289,1,0,0,four_blue_stars,232.0322,233.0315,0,1,1,62,1,colour,images/4yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,233.0322,234.8636,1,1832,-0.347222222,0.20370369,1,0,0,one_red_dot,234.8645,235.8632,0,2,2,56,1,colour,images/4redCrosses.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,235.8641,237.7621,1,1898,-0.187037023,0.241666667,1,0,0,two_yellow_triangles,237.7623,238.7616,0,3,3,63,1,colour,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,238.7624,240.7769,1,2015,0.450925954,0.236111111,1,0,0,four_blue_stars,240.7771,241.7777,0,4,4,35,1,colour,images/3blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,241.7789,243.6424,1,1864,-0.120370314,0.273148134,1,0,0,two_yellow_triangles,243.6426,244.6418,0,5,5,29,1,colour,images/2yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,244.6426,246.5907,1,1948,0.391666667,0.249074067,1,0,0,four_blue_stars,246.5909,247.5906,0,6,6,3,1,colour,images/1blueTriangle.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,247.6034,249.7251,1,2122,0.075925954,0.210185178,1,0,0,three_green_crosses,249.7255,250.7219,0,0,0,38,1,number,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,250.7231,253.0308,1,2308,-0.072222222,0.2324074,1,0,0,two_yellow_triangles,253.032,254.0217,0,1,1,20,1,number,images/2greenCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,254.025,256.136,1,2113,-0.309259245,0.227777778,1,0,0,one_red_dot,256.1362,257.1355,0,2,2,6,1,number,images/1greenStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,257.136,258.9683,0,1832,0.379629686,0.261111111,1,0,0,four_blue_stars,258.9711,259.9679,0,3,3,18,1,number,images/2blueStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,259.9704,261.8838,1,1914,-0.1,0.234259245,1,0,0,two_yellow_triangles,261.8869,262.883,0,4,4,19,1,number,images/2blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,262.8866,264.8062,1,1921,0.38148151,0.242592578,1,0,0,four_blue_stars,264.8065,265.7979,0,5,5,48,1,number,images/4blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,265.8007,267.6973,1,1897,-0.383333333,0.25370369,1,0,0,one_red_dot,267.6978,268.6962,0,6,6,4,1,number,images/1greenCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,268.7227,270.8693,0,2147,0.149074131,0.223148134,1,0,0,three_green_crosses,270.8709,271.8618,0,0,0,45,1,colour,images/3yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,271.8652,275.0185,1,3154,-0.106481425,0.198148134,1,0,0,two_yellow_triangles,275.0198,276.0095,0,1,1,28,1,colour,images/2yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,276.0131,277.8327,1,1821,0.342592621,0.236111111,1,0,0,four_blue_stars,277.8333,278.8244,0,2,2,51,1,colour,images/4blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a28c51ea10d8e8fe6c20b3f,67,6aa09bb296af1050f055ee3b,2026-09-10_14h42.06.516,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,278.828,281.3402,1,2513,0.096296353,0.227777778,1,0,0,three_green_crosses,281.3408,282.3393,0,3,3,20,1,colour,images/2greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
