Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,310.7527,313.8968,1,3144,0.396965989,0.253792752,1,0,0,four_blue_stars,313.8976,314.8949,0,2,2,33,1,colour,images/3blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,314.897,317.2342,1,2338,0.374772686,0.210099636,1,0,0,four_blue_stars,317.2344,318.2357,0,3,3,34,1,colour,images/3blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,318.2371,320.3676,1,2131,0.368530591,0.219115675,1,0,0,four_blue_stars,320.3678,321.3672,0,4,4,3,1,colour,images/1blueTriangle.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,321.368,323.2892,1,1921,0.401820784,0.283615033,1,0,0,four_blue_stars,323.2899,324.2877,0,5,5,19,1,colour,images/2blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,324.2887,326.4159,1,2128,-0.091980695,0.214954431,1,0,0,two_yellow_triangles,326.416,327.4169,0,6,6,63,1,colour,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,327.4284,329.688,0,2260,0.136887966,0.179583824,1,0,0,three_green_crosses,329.689,330.6883,0,0,0,21,1,number,images/2greenDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,330.689,333.8033,0,3115,-0.334026758,0.188599903,1,0,0,one_red_dot,333.8036,334.8047,0,1,1,17,1,number,images/2blueDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,334.8061,337.2855,1,2480,0.126484845,0.201777147,1,0,0,three_green_crosses,337.2864,338.283,0,2,2,38,1,number,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,338.2846,341.0616,1,2778,0.108452568,0.19553527,1,0,0,three_green_crosses,341.0617,342.0618,0,3,3,47,1,number,images/3yellowTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,342.0625,345.0292,1,2967,0.365756626,0.2052449,1,0,0,four_blue_stars,345.0294,346.0321,0,4,4,51,1,number,images/4blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,346.0336,348.7235,1,2690,0.354659975,0.248937957,1,0,0,four_blue_stars,348.7238,349.721,0,5,5,58,1,number,images/4redStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,349.7216,352.4793,1,2758,-0.343736348,0.247550875,1,0,0,one_red_dot,352.4795,353.4784,0,6,6,3,1,number,images/1blueTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,353.486,355.7643,1,2278,-0.318768842,0.186519231,1,0,0,one_red_dot,355.7645,356.7638,0,0,0,1,1,shape,images/1blueDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,356.7651,359.8453,1,3081,0.384482276,0.225357552,1,0,0,four_blue_stars,359.8457,360.8461,0,1,1,50,1,shape,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,360.8471,363.2923,0,2445,0.383788507,0.237841344,1,0,0,four_blue_stars,363.2931,364.2908,0,2,2,49,1,shape,images/4blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,364.2918,365.5251,0,1234,0.365756626,0.245470302,1,0,0,four_blue_stars,365.5252,366.526,0,3,3,9,1,shape,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,366.5266,369.3908,0,2865,0.122323581,0.237147754,1,0,0,three_green_crosses,369.3909,370.3905,0,4,4,53,1,shape,images/4greenDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,370.3908,372.8259,1,2435,0.105678603,0.219809266,1,0,0,three_green_crosses,372.8275,373.8265,0,5,5,32,1,shape,images/3blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,373.8279,376.5743,1,2747,0.369917891,0.218422184,1,0,0,four_blue_stars,376.5744,377.5755,0,6,6,54,1,shape,images/4greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,377.5845,380.2346,0,2650,0.372692014,0.246857384,1,0,0,four_blue_stars,380.2352,381.2363,0,0,0,14,1,number,images/1yellowStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,381.238,383.9952,0,2758,-0.325010818,0.178196782,1,0,0,one_red_dot,383.9957,384.9999,0,1,1,58,1,number,images/4redStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,385.0012,387.1353,0,2134,-0.322236655,0.180277354,1,0,0,one_red_dot,387.1356,388.1363,0,2,2,41,1,number,images/3redDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,388.1372,391.0007,1,2864,0.382401604,0.235067182,1,0,0,four_blue_stars,391.0021,391.9996,0,3,3,52,1,number,images/4greenCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,392,394.6618,1,2662,-0.05106198,0.229518796,1,0,0,two_yellow_triangles,394.6618,395.6625,0,4,4,26,1,number,images/2redStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,395.6634,397.9033,1,2240,-0.313220516,0.208712554,1,0,0,one_red_dot,397.9036,398.9007,0,5,5,0,1,number,images/1blueCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,398.9014,401.7162,1,2815,0.154919846,0.185132149,1,0,0,three_green_crosses,401.7164,402.715,0,6,6,32,1,number,images/3blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,402.7276,405.0999,1,2372,0.361595362,0.228825305,1,0,0,four_blue_stars,405.1001,406.1007,0,0,0,62,1,shape,images/4yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,406.1014,408.4794,1,2378,0.129258809,0.230212386,1,0,0,three_green_crosses,408.4796,409.4791,0,1,1,36,1,shape,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,409.4799,411.8031,1,2323,-0.306285208,0.222583389,1,0,0,one_red_dot,411.8034,412.8005,0,2,2,1,1,shape,images/1blueDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,412.801,414.9993,0,2198,0.152839413,0.190680475,1,0,0,three_green_crosses,414.9998,415.9992,0,3,3,41,1,shape,images/3redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,416.0001,417.727,0,1728,-0.324317168,0.185132149,1,0,0,one_red_dot,417.7271,418.7285,0,4,4,27,1,shape,images/2redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,692f23efdc7d4dfee3284acf,42,6aa09bb296af1050f055ee3b,2026-09-09_20h12.46.652,Reading the Room,2026.1.3,Win32,243.902439,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,418.7308,421.2032,1,2474,0.373385386,0.234373591,1,0,0,four_blue_stars,421.2042,422.2034,0,5,5,22,1,shape,images/2greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
