Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,554.8677,557.5523,1,2685,0.331428571,0.194285714,1,0,0,four_blue_stars,557.5527,558.5571,0,5,5,50,1,number,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,558.5582,561.2884,1,2730,-0.352380952,0.24,1,0,0,one_red_dot,561.2887,562.289,0,6,6,15,1,number,images/1yellowTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,562.3143,566.1755,0,3861,-0.353333333,0.228571429,1,0,0,one_red_dot,566.1766,567.1759,0,0,0,14,1,colour,images/1yellowStar.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,567.1771,571.2791,0,4102,-0.135238095,0.192380952,1,0,0,two_yellow_triangles,571.2795,572.2797,0,1,1,19,1,colour,images/2blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,572.2808,576.2495,0,3969,0.117142857,0.205714286,1,0,0,three_green_crosses,576.2497,577.25,0,2,2,12,1,colour,images/1yellowCross.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,577.2511,582.2708,1,5020,-0.36,0.218095238,1,0,0,one_red_dot,582.2719,583.2714,0,3,3,10,1,colour,images/1redStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,583.2724,586.0234,1,2751,-0.081904762,0.194285714,1,0,0,two_yellow_triangles,586.0235,587.0244,0,4,4,44,1,colour,images/3yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,587.0255,590.2936,1,3268,0.314285714,0.18952381,1,0,0,four_blue_stars,590.2939,591.2945,0,5,5,2,1,colour,images/1blueStar.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,591.2955,594.8636,1,3568,-0.18952381,0.199047619,1,0,0,two_yellow_triangles,594.8639,595.8642,0,6,6,46,1,colour,images/3yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,595.883,611.0262,1,15143,-0.381904762,0.237142857,1,0,0,one_red_dot,611.0265,612.0267,0,0,0,41,1,shape,images/3redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,612.0278,614.5453,0,2518,-0.135238095,0.219047619,1,0,0,two_yellow_triangles,614.5462,615.5458,0,1,1,46,1,shape,images/3yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,615.5468,620.3331,1,4786,0.115238095,0.220952381,1,0,0,three_green_crosses,620.3343,621.3331,0,2,2,60,1,shape,images/4yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,621.3334,623.5856,1,2252,0.123809524,0.21047619,1,0,0,three_green_crosses,623.5859,624.5859,0,3,3,24,1,shape,images/2redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,624.5867,627.7055,1,3119,-0.347619048,0.245714286,1,0,0,one_red_dot,627.7058,628.706,0,4,4,9,1,shape,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,628.707,632.9091,1,4202,0.305714286,0.203809524,1,0,0,four_blue_stars,632.9094,633.9102,0,5,5,30,1,shape,images/2yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,633.9112,636.962,0,3051,-0.333333333,0.246666667,1,0,0,one_red_dot,636.963,637.9631,0,6,6,6,1,shape,images/1greenStar.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,637.9844,643.9843,1,6000,-0.076190476,0.206666667,1,0,0,two_yellow_triangles,643.9853,644.9849,0,0,0,19,1,shape,images/2blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,644.986,648.354,1,3368,-0.385714286,0.218095238,1,0,0,one_red_dot,648.3542,649.3549,0,1,1,13,1,shape,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,649.3557,653.7587,1,4403,0.079047619,0.197142857,1,0,0,three_green_crosses,653.759,654.7589,0,2,2,16,1,shape,images/2blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,654.7596,659.6963,1,4937,0.348571429,0.227619048,1,0,0,four_blue_stars,659.6965,660.6968,0,3,3,30,1,shape,images/2yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,660.6979,664.3829,1,3685,0.153333333,0.227619048,1,0,0,three_green_crosses,664.3831,665.3841,0,4,4,56,1,shape,images/4redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,665.3853,667.569,1,2184,-0.08,0.219047619,1,0,0,two_yellow_triangles,667.5692,668.5695,0,5,5,63,1,shape,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,668.5706,671.572,1,3002,0.131428571,0.242857143,1,0,0,three_green_crosses,671.5722,672.5729,0,6,6,52,1,shape,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,672.5833,675.3581,0,2775,-0.168571429,0.216190476,1,0,0,two_yellow_triangles,675.3592,676.3589,0,0,0,15,1,number,images/1yellowTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,676.3599,679.3443,1,2985,0.111428571,0.213333333,1,0,0,three_green_crosses,679.3453,680.3451,0,1,1,37,1,number,images/3greenDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,680.3461,682.6973,1,2351,-0.075238095,0.225714286,1,0,0,two_yellow_triangles,682.6975,683.6978,0,2,2,19,1,number,images/2blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,683.6987,685.9992,1,2301,0.357142857,0.20952381,1,0,0,four_blue_stars,685.9995,687.0004,0,3,3,50,1,number,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,687.0016,689.3689,1,2368,-0.35047619,0.213333333,1,0,0,one_red_dot,689.3692,690.3685,0,4,4,7,1,number,images/1greenTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5fb332c4fa4c00a595c24619,28,6aa09bb296af1050f055ee3b,2026-09-10_14h32.49.956,Reading the Room,2026.1.3,Win32,60.97560976,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,690.3689,696.0737,1,5705,0.087619048,0.235238095,1,0,0,three_green_crosses,696.0739,697.0745,0,5,5,40,1,number,images/3redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
