Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Ethnicity-Comment,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,201.2389,203.4216,1,2183,-0.149316445,0.206624606,1,0,0,two_yellow_triangles,203.4223,204.4214,0,2,2,30,1,number,images/2yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,204.4222,206.3381,1,1916,-0.149316445,0.206624606,1,0,0,two_yellow_triangles,206.3383,207.338,0,3,3,23,1,number,images/2greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,207.3391,211.5714,1,4233,0.19873817,0.216088328,1,0,0,three_green_crosses,211.5715,212.5712,0,4,4,47,1,number,images/3yellowTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,212.5717,215.1049,1,2533,0.19873817,0.216088328,1,0,0,three_green_crosses,215.1051,216.1043,0,5,5,44,1,number,images/3yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,216.105,218.4378,1,2333,-0.422712934,0.211882197,1,0,0,one_red_dot,218.4379,219.4381,0,6,6,14,1,number,images/1yellowStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,219.445,221.721,1,2276,0.38170347,0.200315457,1,0,0,four_blue_stars,221.7212,222.7209,0,0,0,50,1,shape,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,222.7213,226.2379,1,3517,-0.147213427,0.228706625,1,0,0,two_yellow_triangles,226.238,227.2374,0,1,1,27,1,shape,images/2redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,227.2379,229.0541,0,1816,-0.106203964,0.219242902,1,0,0,two_yellow_triangles,229.0547,230.054,0,2,2,26,1,shape,images/2redStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,230.0546,232.8042,0,2750,0.15983182,0.215036771,1,0,0,three_green_crosses,232.8044,233.804,0,3,3,46,1,shape,images/3yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,233.8047,237.5207,0,3716,-0.067297517,0.239221856,1,0,0,two_yellow_triangles,237.5209,238.5206,0,4,4,28,1,shape,images/2yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,238.5213,242.4373,1,3916,-0.125131408,0.191903244,1,0,0,two_yellow_triangles,242.4379,243.4373,0,5,5,39,1,shape,images/3greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,243.4382,246.2208,1,2783,-0.389064127,0.20452154,1,0,0,one_red_dot,246.2209,247.2204,0,6,6,53,1,shape,images/4greenDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,247.2294,249.5371,0,2308,-0.357518386,0.202418475,1,0,0,one_red_dot,249.5377,250.537,0,0,0,49,1,colour,images/4blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,250.5374,254.688,0,4150,0.108307077,0.251840152,1,0,0,three_green_crosses,254.6881,255.687,0,1,1,43,1,colour,images/3redTriangles.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,255.6877,258.3368,1,2649,0.352260842,0.239221856,1,0,0,four_blue_stars,258.3376,259.3368,0,2,2,50,1,colour,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,259.3372,262.8702,0,3533,0.093585763,0.179284947,1,0,0,three_green_crosses,262.8711,263.8701,0,3,3,60,1,colour,images/4yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,263.871,266.487,0,2616,0.093585763,0.179284947,1,0,0,three_green_crosses,266.4871,267.4867,0,4,4,47,1,colour,images/3yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,267.4876,270.7703,1,3282,0.093585763,0.179284947,1,0,0,three_green_crosses,270.7711,271.7702,0,5,5,6,1,colour,images/1greenStar.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,271.7708,273.9866,1,2216,-0.085173502,0.18874867,1,0,0,two_yellow_triangles,273.9868,274.9866,0,6,6,61,1,colour,images/4yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,274.9932,277.0535,0,2060,0.080967467,0.199263901,1,0,0,three_green_crosses,277.0541,278.0531,0,0,0,39,1,shape,images/3greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,278.054,282.0697,1,4016,-0.425867508,0.239221856,1,0,0,one_red_dot,282.0703,283.0697,0,1,1,13,1,shape,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,283.0703,285.3697,0,2299,-0.109358538,0.215036771,1,0,0,two_yellow_triangles,285.3704,286.3698,0,2,2,20,1,shape,images/2greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,286.3704,290.4696,0,4099,0.138801262,0.239221856,1,0,0,three_green_crosses,290.4698,291.4696,0,3,3,53,1,shape,images/4greenDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,291.4707,294.4194,1,2949,-0.044164038,0.238170347,1,0,0,two_yellow_triangles,294.4198,295.4193,0,4,4,15,1,shape,images/1yellowTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,295.42,297.7198,0,2300,-0.384858044,0.269716088,1,0,0,one_red_dot,297.7204,298.7196,0,5,5,24,1,shape,images/2redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,298.7202,301.2697,0,2549,0.319663544,0.223448985,1,0,0,four_blue_stars,301.2698,302.2693,0,6,6,33,1,shape,images/3blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,302.2768,305.5526,1,3276,0.427970621,0.219242902,1,0,0,four_blue_stars,305.5532,306.5525,0,0,0,48,1,colour,images/4blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,306.5531,308.5527,1,2000,0.15983182,0.238170347,1,0,0,three_green_crosses,308.553,309.5523,0,1,1,36,1,colour,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,309.553,312.3357,0,2783,-0.375394322,0.268664532,1,0,0,one_red_dot,312.3368,313.3357,0,2,2,13,1,colour,images/1yellowDot.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,313.3362,316.7524,0,3416,-0.421661377,0.283385894,1,0,0,one_red_dot,316.7526,317.7527,0,3,3,5,1,colour,images/1greenDot.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,317.7534,319.7524,1,1999,0.422712934,0.211882197,1,0,0,four_blue_stars,319.7534,320.7523,0,4,4,18,1,colour,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
