Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,140.1888,141.9922,1,1804,0.136805556,0.183333333,1,0,0,three_green_crosses,141.9923,142.9925,0,2,2,21,1,colour,images/2greenDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,142.9928,144.5487,1,1556,0.136805556,0.183333333,1,0,0,three_green_crosses,144.5487,145.5473,0,3,3,5,1,colour,images/1greenDot.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,145.5476,147.4013,1,1854,-0.357638889,0.222916667,1,0,0,one_red_dot,147.4013,148.4012,0,4,4,42,1,colour,images/3redStars.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,148.4014,150.3802,1,1979,0.330555556,0.224305556,1,0,0,four_blue_stars,150.3803,151.3804,0,5,5,0,1,colour,images/1blueCross.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,151.3806,153.3175,1,1937,-0.072916667,0.236805556,1,0,0,two_yellow_triangles,153.3176,154.3182,0,6,6,60,1,colour,images/4yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,154.3236,155.7344,1,1411,-0.072916667,0.236805556,1,0,0,two_yellow_triangles,155.7344,156.7346,0,0,0,31,1,shape,images/2yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,156.7349,158.484,1,1749,0.11875,0.235416667,1,0,0,three_green_crosses,158.4841,159.4847,0,1,1,4,1,shape,images/1greenCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,159.4849,161.5118,1,2027,-0.077777778,0.220833333,1,0,0,two_yellow_triangles,161.5118,162.5121,0,2,2,47,1,shape,images/3yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,162.5123,164.248,0,1736,-0.077777778,0.221527778,1,0,0,two_yellow_triangles,164.2483,165.2481,0,3,3,60,1,shape,images/4yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,165.2483,168.477,1,3229,-0.059722222,0.214583333,1,0,0,two_yellow_triangles,168.4772,169.477,0,4,4,27,1,shape,images/2redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,169.4772,171.5708,1,2094,0.347222222,0.203472222,1,0,0,four_blue_stars,171.5708,172.5716,0,5,5,50,1,shape,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,172.5718,174.6987,1,2127,-0.177083333,0.214583333,1,0,0,two_yellow_triangles,174.6988,175.6982,0,6,6,39,1,shape,images/3greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,175.7028,177.5318,0,1829,0.163888889,0.195138889,1,0,0,three_green_crosses,177.5321,178.532,0,0,0,20,1,number,images/2greenCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,178.5322,180.3858,0,1854,-0.371527778,0.21875,1,0,0,one_red_dot,180.3859,181.3853,0,1,1,57,1,number,images/4redDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,181.3856,183.5178,1,2132,0.338194444,0.202777778,1,0,0,four_blue_stars,183.518,184.5176,0,2,2,54,1,number,images/4greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,184.5178,187.8004,0,3283,0.335416667,0.228472222,1,0,0,four_blue_stars,187.8006,188.8011,0,3,3,2,1,number,images/1blueStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,188.8013,192.2578,1,3457,0.070138889,0.21875,1,0,0,three_green_crosses,192.2581,193.2587,0,4,4,39,1,number,images/3greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,193.2589,196.3223,0,3064,0.064583333,0.216666667,1,0,0,three_green_crosses,196.3226,197.3216,0,5,5,22,1,number,images/2greenStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,197.3218,199.5929,0,2271,-0.079166667,0.221527778,1,0,0,two_yellow_triangles,199.593,200.5928,0,6,6,13,1,number,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,200.5979,202.6759,1,2078,-0.329861111,0.213194444,1,0,0,one_red_dot,202.6761,203.6753,0,0,0,45,1,shape,images/3yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,203.6755,206.252,1,2577,-0.220138889,0.229166667,1,0,0,two_yellow_triangles,206.252,207.2523,0,1,1,23,1,shape,images/2greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,207.2525,210.1411,1,2889,0.427083333,0.234722222,1,0,0,four_blue_stars,210.1411,211.1406,0,2,2,22,1,shape,images/2greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,211.1408,213.1677,1,2027,0.157638889,0.218055556,1,0,0,three_green_crosses,213.1677,214.1677,0,3,3,36,1,shape,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,214.1679,216.1402,1,1972,0.408333333,0.215277778,1,0,0,four_blue_stars,216.1403,217.1403,0,4,4,18,1,shape,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,217.1405,219.6966,1,2556,0.173611111,0.225694444,1,0,0,three_green_crosses,219.6967,220.6976,0,5,5,16,1,shape,images/2blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,220.6978,222.5631,1,1865,0.134027778,0.2125,1,0,0,three_green_crosses,222.5631,223.5634,0,6,6,52,1,shape,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,223.5676,225.7368,0,2169,-0.093055556,0.201388889,1,0,0,two_yellow_triangles,225.7371,226.7364,0,0,0,7,1,colour,images/1greenTriangle.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,226.7366,229.0696,0,2333,-0.3,0.220138889,1,0,0,one_red_dot,229.0696,230.0695,0,1,1,37,1,colour,images/3greenDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,230.0697,231.9519,1,1882,0.082638889,0.222916667,1,0,0,three_green_crosses,231.9521,232.9519,0,2,2,38,1,colour,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,614e65edaccea7bee04b8ad8,38,6aa09bb296af1050f055ee3b,2026-09-10_11h02.37.487,Reading the Room,2026.1.3,Linux x86_64,144.9275362,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,232.9522,234.9171,1,1965,-0.396527778,0.211111111,1,0,0,one_red_dot,234.9172,235.9169,0,3,3,9,1,colour,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
