Participant_Info_Consent.block_1/Consent,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Ethnicity-Comment,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,173.9367,176.9181,1,2981,0.151041667,0.236979167,1,0,0,three_green_crosses,176.9199,177.9231,0,2,2,22,1,colour,images/2greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,177.9242,181.0339,1,3109,0.364583333,0.263020833,1,0,0,four_blue_stars,181.0344,182.0339,0,3,3,32,1,colour,images/3blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,182.0363,184.4412,1,2406,-0.08984375,0.24609375,1,0,0,two_yellow_triangles,184.4416,185.4342,0,4,4,15,1,colour,images/1yellowTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,185.4357,188.0171,1,2582,0.3359375,0.236979167,1,0,0,four_blue_stars,188.0177,189.0169,0,5,5,49,1,colour,images/4blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,189.018,191.3683,1,2351,0.08984375,0.221354167,1,0,0,three_green_crosses,191.3684,192.3664,0,6,6,55,1,colour,images/4greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,192.381,194.5321,0,2151,-0.095052083,0.234375,1,0,0,two_yellow_triangles,194.5335,195.5325,0,0,0,62,1,shape,images/4yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,195.5337,199.8153,1,4281,-0.3515625,0.227864583,1,0,0,one_red_dot,199.8169,200.8197,0,1,1,33,1,shape,images/3blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,200.8207,203.5482,1,2728,0.373697917,0.216145833,1,0,0,four_blue_stars,203.5486,204.5489,0,2,2,38,1,shape,images/3greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,204.5508,207.0485,1,2498,-0.298177083,0.201822917,1,0,0,one_red_dot,207.049,208.0479,0,3,3,25,1,shape,images/2redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,208.0496,210.3807,1,2332,0.165364583,0.234375,1,0,0,three_green_crosses,210.3813,211.3817,0,4,4,20,1,shape,images/2greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,211.3833,213.3817,1,1999,0.430989583,0.229166667,1,0,0,four_blue_stars,213.382,214.3804,0,5,5,2,1,shape,images/1blueStar.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,214.3818,216.4313,1,2049,-0.361979167,0.200520833,1,0,0,one_red_dot,216.432,217.4304,0,6,6,1,1,shape,images/1blueDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,217.4428,220.1478,1,2705,0.334635417,0.25,1,0,0,four_blue_stars,220.1482,221.1468,0,0,0,54,1,number,images/4greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,221.1485,224.5187,0,3370,0.088541667,0.233072917,1,0,0,three_green_crosses,224.5199,225.5134,0,1,1,16,1,number,images/2blueCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,225.515,228.0958,1,2581,0.096354167,0.235677083,1,0,0,three_green_crosses,228.0976,229.0967,0,2,2,43,1,number,images/3redTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,229.0986,230.8291,1,1732,0.096354167,0.235677083,1,0,0,three_green_crosses,230.8295,231.8291,0,3,3,44,1,number,images/3yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,231.8315,233.8953,1,2065,0.368489583,0.259114583,1,0,0,four_blue_stars,233.8957,234.895,0,4,4,56,1,number,images/4redCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,234.8964,237.0456,1,2150,0.080729167,0.25,1,0,0,three_green_crosses,237.046,238.0448,0,5,5,32,1,number,images/3blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,238.0464,240.6457,1,2600,0.360677083,0.25,1,0,0,four_blue_stars,240.6465,241.6444,0,6,6,50,1,number,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,241.6544,243.8122,0,2157,0.36328125,0.221354167,1,0,0,four_blue_stars,243.8137,244.8114,0,0,0,60,1,colour,images/4yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,244.8128,252.3941,1,7581,-0.125,0.2734375,1,0,0,two_yellow_triangles,252.3954,253.3946,0,1,1,30,1,colour,images/2yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,253.3964,255.6449,1,2249,-0.389322917,0.247395833,1,0,0,one_red_dot,255.6453,256.6488,0,2,2,59,1,colour,images/4redTriangles.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,256.6501,258.7098,1,2060,0.079427083,0.234375,1,0,0,three_green_crosses,258.7103,259.7157,0,3,3,5,1,colour,images/1greenDot.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,259.7174,262.1945,1,2477,0.399739583,0.28125,1,0,0,four_blue_stars,262.1949,263.1961,0,4,4,34,1,colour,images/3blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,263.1968,265.677,1,2480,0.088541667,0.248697917,1,0,0,three_green_crosses,265.6774,266.6755,0,5,5,55,1,colour,images/4greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,266.6771,269.4097,1,2733,0.3046875,0.243489583,1,0,0,four_blue_stars,269.4102,270.4104,0,6,6,1,1,colour,images/1blueDot.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
