Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age_Prolific,Sex_Prolific,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,processing_order,consent,illness,group,age,sex,education,ethnicity,politics,prop_correct_WCST,mean_RT_WCST,median_RT_WCST,study_purpose,evaluated,interpretation,suspicious,disclosure,data_use,IU_scale.q1,IU_scale.q2,IU_scale.q3,IU_scale.q4,IU_scale.q5,IU_scale.q6,IU_scale.q7,IU_scale.q8,IU_scale.q9,IU_scale.q10,IU_scale.q11,IU_scale.q12,ETMS_1,ETMS_2,ETMS_3,ETMS_4,ETMS_5,ETMS_6,ETMS_7,ETMS_8,ETMS_9,ETMS_10,ETMS_11,ETMS_12,ETMS_13,ETMS_14,ETMS_15,ETMS_16,ETMS_17,ETMS_18,Q1,Q2,Q3
6a39d2581f820e63c96d5b00,APPROVED,59:58.7,15:18.6,15:28.8,16:19.4,920,C14NST0J,126,48,Female,White,Serbia,Australia,Australia,Serbian,No,Full-Time,96,1,0,2,45,1,4,6,5,0.476190476,2638.730159,2465,how you read the other people behavior,yes,ok,no,3,1,2,2,2,2,2,2,2,0,1,1,1,1,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,4,4,3,4,4
6a6989b841a17e9e22ce8d74,APPROVED,14:16.8,29:21.0,29:29.0,30:21.7,905,C14NST0J,27,26,Male,White,United States,Australia,Australia,English,No,Unemployed (and job seeking),97,1,0,1,25,2,4,4,5,0.714285714,2773.460317,2350,Social cues and understanding how I view others and how they might view me.,"Yes, particularly the percentile results at the end.","I'm not particularly happy with where I placed in terms of the percentile, but in hindsight I can see why I might have gotten that result. Not entirely sure how the pattern recognition cards play into the overall study but I enjoyed it nonetheless.","Yes, some of the social situations lacked sufficient context to evaluate what the right course of action would be, and I'm not particularly certain it would be 'accurate' to give a percentile score based on the handling of social situations unless there's clear wrong answers.",1,1,2,3,3,2,3,2,3,2,3,3,4,1,5,6,5,3,5,6,5,4,3,2,5,4,5,6,4,5,3,4,6,5,6
6a9b15277fd8a9a843892a04,APPROVED,08:02.3,29:15.3,29:25.0,30:16.2,1273,C14NST0J,19,23,Female,Other,United States,United States,United States,English,No,Full-Time,26,1,0,2,23,1,4,6,5,0.73015873,1946.761905,1873,How our choices would change if we thought we were either good or bad and judging social situations.,"Yes, the part that evaluated our ability to judge social situations.","I don't think there is any best way to handle social situations, so I interpreted it to be a fine score.","Yes, I believe the feedback may have been presented regardless of our choices to gauge how our answers would change in the next questionnaire.",2,1,3,3,2,1,4,0,2,1,0,0,0,0,6,6,6,3,5,5,4,3,2,2,6,5,2,5,2,2,1,2,4,1,1
6395121008c0c636380c67ab,APPROVED,06:35.8,26:03.0,26:15.0,26:11.6,1168,https://run.pavlovia.org/DeborahA/WisconsinCardSort/?PROLIFIC_PID=6395121008c0c636380c67ab&amp;STUDY_ID=6a8d07dd262e1077153a9ddf&amp;SESSION_ID=6a9e0e16be70459ae1503171&amp;participant={{PROLIFIC_ID}},1831,48,Male,Asian,Philippines,Australia,Australia,Tagalog-Filipino,No,Full-Time,3,1,0,2,48,2,4,11,2,0.857142857,2156.968254,2019,my behaviour in social situations,yes - base don my repsonses and behaviour,All good - in fact its good to know,Well - you did ask for demographics - so thee must be some level of bias involved there,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,5,3,3,5,5,3,3,3,2,5,5,3,5,2,2,3,3,2,2,2
6760c28a472f5f735bc76f66,TIMED-OUT,25:42.1,NA,NA,NA,456307,NA,150,81,Female,White,United States,Australia,Australia,English,No,Part-Time,58,1,0,2,81,1,4,4,2,0.746031746,2836.031746,2333,How I as the participant react to input from others,"No, I felt it was an intellectual experiment",I think that probably everyone was given that feedback as part of the research - i.e. how we react to being just normal.,"Yes, because I trust in the answers I gave.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,5,5,2,1,1,1,5,1,2,5,1,1,2,2,4,4,4
6972703f26e497fadbfae9e4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,2,35,2,3,4,1,0.476190476,2732.746032,2368,Social intelligence,"Yes, but it could be fake.",That I was average in social intelligence.,"Yes, strong possibility this is set up to be fake to gauge my reaction.",1,1,2,2,2,2,2,2,2,2,1,1,1,1,5,5,3,2,4,5,3,3,5,2,4,2,2,6,3,2,3,3,2,2,2
6a8cf0977a0aa3683078d6c1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,0,1,41,1,5,8,4,0.888888889,2153.793651,1949,knknk,khkllk,khkjk,knlklk,2,1,0,1,1,3,2,1,2,3,3,2,1,0,1,2,3,4,4,3,2,2,3,4,5,5,4,3,2,2,2,3,7,7,7
R_2Fm7Bz4JlmnIiro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1,0,1,49,1,4,4,6,0.682539683,2270.111111,2149,"social cues, decision-making, comprehension","Yes, my ability to follow instructions and how I respond to social cues",I have trouble with social cues,"Yes, I think the percentile feedback was about how I would respond to it.",3,1,0,3,3,1,1,0,2,0,0,0,1,0,1,5,5,1,5,5,4,5,4,1,4,5,5,5,5,1,5,4,5,3,6
59cb95053306be000195be2e,APPROVED,47:04.1,05:47.7,09:56.3,05:48.9,1124,NOCODE,5744,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other,28,1,0,2,33,1,2,4,6,0.698412698,2288.031746,2160,peoples decision making,no,neutral,no,3,1,4,4,3,3,4,2,3,3,1,3,4,3,7,7,1,4,5,5,6,3,4,3,7,5,3,6,4,3,4,3,1,1,5
6522721f904f87ec074bbec3,APPROVED,05:25.1,55:31.7,55:48.8,55:44.4,3007,NOCODE,2644,35,Male,Asian,Australia,Australia,Australia,English,No,Full-Time,48,1,0,1,35,2,2,11,2,0.698412698,1937.666667,1867,it was about social cues and how we think,no i did not think i was being tested about social cues at all,i felt i performed badly,"No, I did not suspect that any part of the study or feedback was based on anything other than my performance. The feedback appeared consistent with how I performed during the study.",2,1,0,1,2,0,0,2,3,0,0,0,0,0,6,6,5,5,3,6,5,3,3,5,5,5,3,3,5,3,3,5,5,6,6
66153c0fa6528780d7237c29,APPROVED,57:33.3,14:12.5,14:29.0,14:19.5,1000,NOCODE,365,28,Female,DATA_EXPIRED,Nepal,Australia,Australia,Nepali,No,Full-Time,52,1,0,1,28,1,4,other,5,0.634920635,2796.492063,2399,Examining Social behaviour,"Yes, because of the timelimit.",that i am not good in social circumstances.,no,1,1,1,3,2,3,2,1,3,0,2,1,2,2,2,4,2,3,4,4,5,3,1,1,7,3,6,2,2,2,2,4,6,6,6
692d5a47ee7897ec4a48cd38,APPROVED,00:43.8,39:56.0,32:29.8,39:56.9,2353,NOCODE,48,62,Female,White,Australia,France,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",65,1,0,1,62,1,2,4,3,0.492063492,4073.396825,3085,Social behaviour & interpretations.,Yes,Fair,No,2,1,3,3,4,2,3,4,3,2,0,1,0,0,2,5,3,1,4,6,7,3,1,1,5,2,1,6,4,1,1,3,6,2,6
6a0e5c7412f8cf1025c8991a,APPROVED,30:41.4,30:42.2,33:55.0,33:53.6,3601,NOCODE,215,29,Female,White,Canada,Canada,Canada,English,No,Full-Time,19,1,0,2,29,1,4,6,3,0.793650794,4769.746032,2950,Testing peoples abilities to recognize trends that may be difficult to find. perception and views on social intelligence and how they may change depending on the situation.,"Yes, all of it.",I think that it scored me lower than i deserved.,"I did somewhat, because I know I recognized the trends in the first activities, with minimal errors due to mis-clicks. In addition, for the second task I felt fairly confident in my answers being the best, maybe one could have been second best but still would be a good score.",2,1,2,3,1,0,1,0,0,1,2,1,2,0,1,6,6,7,6,4,5,3,5,4,3,6,5,6,3,3,3,5,2,5,2
